Genus,Family,Order,HybProp,Hyb_Ratio,perc_per,perc_wood,perc_ag,floral_symm,mating_system,repro_syndrome,pollination_syndrome,RedList,tavg,C_value,CV_C_value,perc_per_text,perc_wood_text,perc_ag_text,floral_symm_text,mating_system_text,repro_syndrome_text,pollination_syndrome_text,redlist_text,tavg_text,cvalue_text,cv_cvalue_text,image_url
Levenhookia,Stylidiaceae,Asterales,0,0,0,0,0,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are annual,radial symmetry,mixed mating system,self-pollinating,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/1/12/Levenhookia_pauciflora_flower1.jpg
Lewisia,Montiaceae,Caryophyllales,4.093567251,0.368421053,1,0,0,.,.,.,.,.,.,3.916666667,30.46047688,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agroforestry species,radial symmetry,selfing,annual,insect-pollinated,low extinction risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/6/63/Lewisia_cotyledon_Sunset_Strain_7zz.jpg
Leymus,Poaceae,Poales,4.285714286,0.3,1,0,0.074314214,.,1,0,0,.,.,12.29333333,27.80101131,About 100% of species are perennial,About 0% of species are woody,About 7% of species are agricultural,radial,selfing,seed-based reproduction,wind-pollinated,low extinction risk,temperate climates,large genome,high variation,https://upload.wikimedia.org/wikipedia/commons/0/08/Leymus_cinereus_%285048924411%29.jpg
Liatris,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,.,.,0.97,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,sexual reproduction,wind-pollinated,low extinction risk,warm climates,medium genome,low variation,https://upload.wikimedia.org/wikipedia/commons/d/d4/Liatris_spicata_Purple.jpg
Libertia,Iridaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,obligate outcrossing,self-compatible and requires insect pollination,insect-pollinated,low extinction risk,temperate climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/e/e2/Libertia_grandiflora.JPG
Ligularia,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,typical sexual reproduction,insect-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/a/a8/Ligularia_sibirica-Ligulaire_de_Sib%C3%A9rie.JPG
Ligusticum,Apiaceae,Apiales,0,0,1,0,0.003968254,.,1,0.833333333,1,4,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agriculturally important,radial symmetry,self-compatible,typical sexual reproduction,wind-pollinated,high risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/d/da/Ligusticum_mutellinoides.JPG
Ligustrum,Oleaceae,Lamiales,0,0,1,1,0.003252033,.,1,1,1,3,.,1.325,0,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,inbreeding,wind-pollinated,moderate risk,temperate climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/6/6a/Schurenbachhalde_11_ies.jpg
Lilaeopsis,Apiaceae,Apiales,0,0,1,0,0.003968254,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 0% of species are woody,About 0% of species are agriculturally important,radial symmetry,selfing,self-pollinating,insect-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/0/0a/Lilaeopsisoccidentalis.jpg
Lilium,Liliaceae,Liliales,1.505376344,0.225806452,1,0,0,.,1,0.75,1,.,.,37.98583333,13.38998651,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agamic,radial symmetry,selfing,seed production,insect-pollinated,low extinction risk,warm climates,large genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/3/30/Lilium_candidum_1.jpg
Limnanthes,Limnanthaceae,Brassicales,0,0,0,0,0,.,.,.,.,.,0.7014,1.39,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,mixed mating system,seed-dispersed,wind-pollinated,low extinction risk,warm climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/3/35/Limnanthes_douglasii.jpg
Limonium,Plumbaginaceae,Caryophyllales,0.12642225,0.07079646,0.955752212,0.044247788,0.001196172,.,1,0.75,1,1.333333333,.,4.695555556,51.21710909,About 96% of species are perennial,About 4% of species are woody,About 0% of species are agriculturally significant,radial,selfing,obligate asexual reproduction,wind-pollinated,moderate risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/7/74/Limonium_perezii_3.jpg
Limosella,Plantaginaceae,Lamiales,4.444444444,0.2,0.15,0,0.005925926,.,1,0.75,1,.,.,.,.,About 15% of species are perennial,About 0% of species are woody,About 1% of species are agricultural,radial,selfing,agamogenetic,wind-pollinated,low extinction risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/4/4a/LimosellaAquatica.jpg
Linanthus,Polemoniaceae,Ericales,0,0,0.066666667,0,0,.,.,.,.,.,0.11,1.32,.,About 7% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,seed-dispersed by wind,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/7/7a/Linanthus_demissus_1.jpg
Linaria,Plantaginaceae,Lamiales,0.289395071,0.149038462,0.451374207,0,0.005925926,.,1,0.6875,1,.,.,0.87,.,About 45% of species are perennial,About 0% of species are woody,About 1% of species are agricultural,radial symmetry,mixed mating system,obligate outcrossing,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/a/ac/Linaria_maroccana_%28cultivars%29_1DS-II_2-0146.jpg
Lindernia,Linderniaceae,Lamiales,0,0,0.5,0,0,1,1,1,1,.,.,.,.,About 50% of species are perennial,About 0% of species are woody,About 0% of species are agroforestry species,radial,mixed mating system,typically reproduce sexually,wind-pollinated,low extinction risk,temperate climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/f/fa/Lindernia_monticola.jpg
Lindsaea,Lindsaeaceae,Monilophyta,5,0.1,1,0,0,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 0% of species are woody,About 0% of species are agriculturally important,radial symmetry,obligate selfing,"wind-pollinated, requires wind for pollen dispersal",wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/0/0e/Fern_Chatswood_ground.jpg
Linum,Linaceae,Malpighiales,0,0,0.510721553,0.144736842,0,0,1,0.85,1,4,.,0.915,61.56648452,About 51% of species are perennial,About 14% of species are woody,About 0% of species are agroeconomic,radial,selfing,mixed breeding,wind-pollinated,high risk,temperate climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/4/44/Linum_pubescens.jpg
Liparis,Orchidaceae,Asparagales,0,0,1,0,0,1,1,0.5,1,3.5,.,9.7,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agriculturally significant,radial,selfing,obligate asexual reproduction,insect-pollinated,high risk,temperate climates,large genome,moderate variation,No image found
Lipocarpha,Cyperaceae,Poales,0,0,0,0,0.00045977,0,.,.,0,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,wind-pollinated,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/c/c6/Lipocarpha_micrantha_NRCS-1.jpg
Lipochaeta,Asteraceae,Asterales,1.578947368,0.15,0.95,0,0.00210989,.,.,.,.,.,.,.,.,About 95% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,unknown,unknown,unknown,unknown,low extinction risk,unknown,unknown,unknown,https://upload.wikimedia.org/wikipedia/commons/0/0e/Lipochaeta_succulenta_%285491175146%29.jpg
Listera,Orchidaceae,Asparagales,1.098901099,0.071428571,1,0,0,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,self-pollination,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/5/5d/Listera_cordata_130506c.jpg
Lithodora,Boraginaceae,Boraginales,0,0,1,1,0.001824818,.,.,.,1,3,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agricultural,radial,selfing,sexual reproduction,insect-pollinated,moderate risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/c/c0/Lithodora_fruticosa_M1.jpg
Lithophragma,Saxifragaceae,Saxifragales,0,0,1,0,0,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,Unknown floral symmetry,Unknown mating system,Unknown reproductive syndrome,Unknown pollination syndrome,Low extinction risk,Unknown average temperature,Unknown C-value,Unknown CV C-value,https://upload.wikimedia.org/wikipedia/commons/e/e9/Lithophragma_sp.jpg
Lithospermum,Boraginaceae,Boraginales,0,0,0.722222222,0,0.001824818,0,1,1,1,.,.,.,.,About 72% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,sexual reproduction,insect-pollinated,low extinction risk,temperate climates,medium genome,low variation,https://upload.wikimedia.org/wikipedia/commons/8/8a/Nawrot_czerwonoblekitny_Lithospermum_purpurocaeruceum.jpg
Lobelia,Campanulaceae,Asterales,0.12195122,0.024390244,0.794117647,0.317073171,0,1,1,1,1,2.083333333,0.73,5.473,38.99487322,About 79% of species are perennial,About 32% of species are woody,About 0% of species are agricultural,radial,selfing,obligate xenogamy,wind-pollinated,moderate risk,warm climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/8/86/Lobelia_%28aka%29.jpg
Lobularia,Brassicaceae,Brassicales,0,0,0.5,0,0.00485306,.,1,1,1,.,.,0.55,5.142594772,About 50% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,mixed mating,autogamous,wind-pollinated,low extinction risk,cold climates,small genome,moderate variation,No image found
Loeflingia,Caryophyllaceae,Caryophyllales,0,0,0,0,0.001818182,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,self-pollination,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/6/6d/Cardionemaramosissimum2.jpg
Loeseliastrum,Polemoniaceae,Ericales,0,0,0,0,0,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,mixed mating system,obligate xenogamy,wind-pollinated,moderate risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/3/3c/Loeseliastrum_matthewsii_%285%29.jpg
Logania,Loganiaceae,Gentianales,0,0,1,0.666666667,0,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 67% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,vegetative reproduction,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/b/b9/Logania_spp_EP-IV2-015.png
Logfia,Asteraceae,Asterales,10,0.25,0,0,0.00210989,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are aggregate,radial symmetry,mixed mating system,non-aggressive reproductive syndrome,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/c/ca/Logfia_minima.jpg
Lolium,Poaceae,Poales,5.538461538,0.692307692,0.333333333,0,0.074314214,.,1,1,0,.,0.82,2.8,9.5995342,About 33% of species are perennial,About 0% of species are woody,About 7% of species are agricultural,radial symmetry,selfing,vegetative reproduction,wind-pollinated,low extinction risk,warm climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/3/32/Starr_001026-9002_Lolium_perenne.jpg
Lomandra,Asparagaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,obligate self-pollination,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/4/43/Edwards%27s_botanical_register_%28Plate_3%29_%287949423262%29.jpg
Lomatia,Proteaceae,Proteales,0,0,1,1,0.000625,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agricultural,radial,mixed mating system,self-pollinating,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/7/74/Lomatia_silaifolia_email.jpg
Lomatium,Apiaceae,Apiales,0,0,1,0,0.003968254,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agriculturally important,radial symmetry,mixed mating system,typically reproduces sexually,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/a/a7/Lomatium_utriculatum_6416.JPG
Lomatogonium,Gentianaceae,Gentianales,0,0,0,0,0,.,1,1,1,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are annual,radial,selfing,hermaphroditic,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/d/d2/Lomatogonium_rotatum.jpg
Lonicera,Caprifoliaceae,Dipsacales,0.175336061,0.050847458,1,1,0,.,1,0.857142857,1,3.5,.,1.955,63.95099137,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,reproductive syndrome of 0.857,wind-pollinated,high risk,temperate climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/2/2f/Lonicera_caprifolium001.jpg
Lophochloa,Poaceae,Poales,0,0,0,0,0.074314214,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 7% of species are agricultural,radial symmetry,mixed mating system,reproduces through seeds,insect-pollinated,low extinction risk,temperate climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/1/1f/Rostraria_smyrnacea_1.JPG
Lotononis,Fabaceae,Fabales,0,0,1,1,0.096494845,1,.,.,.,0,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 10% of species are agricultural,radial,Selfing,Sexual reproduction,Insect-pollinated,low extinction risk,temperate climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/d/d8/Lotononis_galpinii.jpg
Lotus,Fabaceae,Fabales,0.1143903,0.053191489,0.680851064,0.021276596,0.096494845,1,1,0.928571429,1,1,.,0.813055556,34.0913313,About 68% of species are perennial,About 2% of species are woody,About 10% of species are agricultural,radial,selfing,outcrossing,wind-pollinated,moderate risk,temperate climates,small genome,high variation,No image found
Ludwigia,Onagraceae,Myrtales,0.476190476,0.047619048,1,0.047619048,0.001538462,0,1,0.5,1,2,0.2,1.09,5.189774541,About 100% of species are perennial,About 5% of species are woody,About 0% of species are agricultural,radial,selfing,vegetative reproduction,wind-pollinated,moderate risk,cold climates,small genome,moderate variation,No image found
Lunaria,Brassicaceae,Brassicales,0,0,0.666666667,0,0.00485306,.,1,0.75,1,.,.,1.85,.,About 67% of species are perennial,About 0% of species are woody,About 0% of species are cultivated,radial,selfing,herbaceous perennial,insect-pollinated,low extinction risk,temperate climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/4/4c/Lunaria_annua_flowers.jpg
Lupinus,Fabaceae,Fabales,0.043459365,0.025423729,0.618644068,0.076923077,0.096494845,.,1,1,1,2.5,0.361923077,0.837971014,23.76764836,About 62% of species are perennial,About 8% of species are woody,About 10% of species are agricultural,radial symmetry,selfing,generalist breeder,insect-pollinated,moderate risk,temperate climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/e/e5/Lupinus_polyphyllus_526960203.jpg
Luzula,Juncaceae,Poales,0.085251492,0.028985507,0.872881356,0,0,.,1,0.5,0.078947368,.,.,1.232553191,42.33943167,About 87% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,dioecy,wind-pollinated,low extinction risk,cold climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/5/57/Luzula_sylvatica0.jpg
Lychnis,Caryophyllaceae,Caryophyllales,0,0,1,0,0.001818182,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agamospermic,radial symmetry,mixed mating system,obligate asexual reproduction,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/2/27/Silene_dioica_Crozon_060416w.jpg
Lycium,Solanaceae,Solanales,0,0,1,1,0.089837398,.,1,0.5,1,0,.,2.427142857,18.99752354,About 100% of species are perennial,About 100% of species are woody,About 9% of species are agamospermous,radial,selfing,obligate apomixis,wind-pollinated,low extinction risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/4/49/African_boxthorn.jpg
Lycopersicon,Solanaceae,Solanales,0,0,0.625,0,0.089837398,.,1,1,1,.,0.135,1.147222222,9.259217862,About 63% of species are perennial,About 0% of species are woody,About 9% of species are agricultural,radial symmetry,selfing,vegetative reproduction,wind-pollinated,low extinction risk,cold climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/a/a7/Colorful_Red_and_Yellow_Tomatoes_2816px.jpg
Lycopodiella,Lycopodiaceae,Lycophyta,10,0.2,1,0,0,.,1,0.5,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agriculturally important,radial symmetry,selfing,asexual reproduction,insect-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/5/59/Lycopodiella_inundata_005.jpg
Lycopodium,Lycopodiaceae,Lycophyta,0,0,1,0,0,.,1,0.5,.,.,.,3.942,25.29695832,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agroforestry,radial,selfing,asexual reproduction,insect-pollinated,low extinction risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/1/1d/Lycopodium_clavatum_151207.jpg
Lycopus,Lamiaceae,Lamiales,0,0,1,0,0.004320557,.,1,0.5,1,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,moderate reproductive syndrome,insect-pollinated,low extinction risk,temperate climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/f/ff/Illustration_Lycopus_europaeus0.jpg
Lycurus,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 0% of species are woody,About 7% of species are agricultural,radial symmetry,mixed mating system,Sexual reproduction,insect-pollinated,low extinction risk,temperate climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/e/ed/Muhlenbergia_rigens_form.jpg
Lygodesmia,Asteraceae,Asterales,0,0,0.857142857,0,0.00210989,.,.,.,.,.,.,.,.,About 86% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,self-compatible,generalist reproduction,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/7/72/Lygodesmia_grandiflora_var_dianthopsis_2.jpg
Lygos,Fabaceae,Fabales,0,0,1,1,0.096494845,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 1% of species are woody,About 10% of species are agricultural,radial,selfing,generalist,insect-pollinated,low extinction risk,temperate climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/4/4e/Young_Folks%27_History_of_Rome_illus430.png
Lyonia,Ericaceae,Ericales,0,0,1,1,0,.,.,.,.,1.75,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agricultural,radial symmetry,self-pollinating,primarily vegetative reproduction,wind-pollinated,moderate risk,temperate climates,medium genome,moderate variation,No image found
Lyperanthus,Orchidaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,seed reproduction,insect-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/4/45/Lyperanthus_serratus_%2802%29.JPG
Lysichiton,Araceae,Alismatales,0,0,1,0,0.000248447,.,.,.,1,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,selfing,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/0/03/Lysichiton_camtschatcensis1.jpg
Lysimachia,Primulaceae,Ericales,0.150829563,0.038461538,0.976744186,0.211538462,0,.,1,0.428571429,0.944444444,5,.,2.385,10.37682907,About 98% of species are perennial,About 21% of species are woody,About 0% of species are agricultural,radial,selfing,seed,insect-pollinated,high risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/1/18/Yellow_pimpernel.jpg
Lysiosepalum,Malvaceae,Malvales,0,0,1,1,0.006153846,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 1% of species are cultivated,radial symmetry,mixed mating system,generalist reproductive syndrome,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/6/64/Lysiosepalum_involucratum_1.jpg
Lythrum,Lythraceae,Myrtales,0.158730159,0.027777778,0.5,0,0,0,1,0.833333333,1,.,.,.,.,About 50% of species are perennial,About 0% of species are woody,About 0% of species are agroforestry,radial,selfing,obligate outcrossing,insect-pollinated,moderate risk,temperate climates,medium genome,low variation,https://upload.wikimedia.org/wikipedia/commons/1/1b/LythrumSalicaria-flowers-1mb.jpg
Machaeranthera,Asteraceae,Asterales,0.246305419,0.034482759,0.529411765,0.086206897,0.00210989,.,.,.,.,.,.,1.763333333,29.78440691,About 53% of species are perennial,About 9% of species are woody,About 0% of species are agriculturally important,unknown,unknown,unknown,unknown,low extinction risk,temperate climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/5/58/Machaeranthera_tanacetifolia_001.jpg
Machaerina,Cyperaceae,Poales,0,0,1,0,0.00045977,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,sexual reproduction,insect-pollinated,low extinction risk,temperate climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/7/76/Starr_020925-0062_Machaerina_angustifolia.jpg
Macroptilium,Fabaceae,Fabales,0,0,0.5,0,0.096494845,.,.,.,1,.,.,1.033333333,32.9364159,About 50% of species are perennial,About 0% of species are woody,About 10% of species are agricultural,radial,selfing,seed-propagated,insect-pollinated,low extinction risk,cold climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/d/d8/Starr_040324-0024_Macroptilium_lathyroides.jpg
Madia,Asteraceae,Asterales,0.793650794,0.107142857,0.068965517,0,0.00210989,.,.,.,.,.,.,.,.,About 7% of species are perennial,About 0% of species are woody,About 0% of species are of agricultural importance,radial symmetry,mixed mating system,amborella-like syndrome,wind-pollinated,low extinction risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/2/23/Madia_elegans_flower.jpg
Magnolia,Magnoliaceae,Magnoliales,0,0,1,1,0,.,.,.,1,2.802325581,0.5185,4.268333333,53.32801928,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agamic,radial,mixed mating system,sexual reproduction,insect-pollinated,moderate risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/a/a4/Magnolia_sieboldii_flower_1.jpg
Mahonia,Berberidaceae,Ranunculales,0,0,1,1,0,.,.,.,.,2,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agricultural,Unknown floral symmetry,Unknown mating system,Unknown reproductive syndrome,Unknown pollination syndrome,moderate risk,Unknown average temperature,Unknown C value,Unknown CV C value,https://upload.wikimedia.org/wikipedia/commons/b/b8/Holly1web.jpg
Maianthemum,Asparagaceae,Asparagales,0,0,1,0,0,.,1,0.5,1,.,.,16.94909091,24.90633622,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agro-economically significant,radial,selfing,outcrossing,insect-pollinated,low extinction risk,temperate climates,large genome,high variation,https://upload.wikimedia.org/wikipedia/commons/b/ba/Solomon%27s_plume_Maianthemum_racemosum.jpg
Maireana,Amaranthaceae,Caryophyllales,0.216450216,0.022727273,1,0.727272727,0.041463415,.,.,.,0,.,.,1.43,.,About 100% of species are perennial,About 73% of species are woody,About 4% of species are agricultural,radial symmetry,self-incompatible,seed reproduction,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/1/13/Maireana_sedifolia_1.jpg
Malabaila,Apiaceae,Apiales,0,0,0,0,0.003968254,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,obligate xenogamy,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/8/8c/Parsnips-1.jpg
Malacothamnus,Malvaceae,Malvales,0,0,1,1,0.006153846,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 1% of species are agricultural,radial symmetry,mixed mating system,typical reproductive syndrome,insect-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/a/af/Malacothamnus_fasciculatus_2.jpg
Malacothrix,Asteraceae,Asterales,0,0,0.105263158,0,0.00210989,.,.,.,.,.,.,.,.,About 11% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,self-incompatible,obligate xenogamy,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,No image found
Malaxis,Orchidaceae,Asparagales,0,0,1,0,0,.,1,0.5,1,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,intermediate reproductive syndrome,insect-pollinated,low extinction risk,temperate climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/9/94/Malaxis_monophyllos_140706.jpg
Malcolmia,Brassicaceae,Brassicales,0,0,0.1,0,0.00485306,.,.,.,.,.,.,0.33,29.9984695,About 10% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,self-compatible,dioecious,wind-pollinated,low extinction risk,cold climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/f/f1/Malcolmia_littorea.jpg
Malope,Malvaceae,Malvales,0,0,0.25,0,0.006153846,.,.,.,.,.,.,.,.,About 25% of species are perennial,About 0% of species are woody,About 1% of species are agricultural,radial symmetry,self-incompatible,animal-pollinated,insect-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/a/a9/MalopeTrifida3.jpg
Malus,Rosaceae,Rosales,1.098901099,0.071428571,1,1,0.001060071,.,1,1,1,2.333333333,.,0.943162393,30.67836462,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agamic,radial symmetry,selfing,vegetative reproduction,wind-pollinated,moderate risk,temperate climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/2/2f/Purple_prince_crabapple_tree.JPG
Malva,Malvaceae,Malvales,0.317124736,0.068181818,0.25,0,0.006153846,.,1,1,1,.,0.64,1.188,34.81363168,About 25% of species are perennial,About 0% of species are woody,About 1% of species are agricultural,radial,mixed mating system,outcrossing,insect-pollinated,low extinction risk,temperate climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/5/56/Malva-sylvestris-20070430-1.jpg
Malvastrum,Malvaceae,Malvales,0,0,0.75,0,0.006153846,.,.,.,1,.,.,.,.,About 75% of species are perennial,About 0% of species are woody,About 1% of species are agricultural,radial symmetry,mixed mating system,self-pollination,insect-pollinated,low extinction risk,temperate climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/2/29/Huinare_%28Malvastrum_coromandelianum%29.jpg
